LSOA01CD,LSOA01NM,LSOA01NM2,Local Authority Name,2005Overall index score,2005Rank Overall,2005Income Number (1),2005Income Percentage (2),2005Employment (revised) (3) Number (1),2005Employment (revised) (3) Percentage (2),2005Income Rank,2005Income Score,2005Employment Rank,2005Employment Score,2005Health Rank,2005Health Score,2005Health Rank,2005Health Score,2005Access to Services Rank,2005Access to Services Score,2005Housing Rank,2005Housing Score,2005Physical Environment Rank,2005Physical Environment Score,2005Access to food shop (1),2005Access to GP (2),2005Access to primary school (3),2005Access to secondary school (4),2005Access to dentist (5),2005Access to post office (6),2005Access to library (7),2005Access to leisure centre (8),2005KS2 average point score (1),2005KS3 average point score (2),2005KS4 average point score (3),2005Secondary school absence rates (4),2005Not in education (5),2005Low qualifications (6),2005Male ,2005Female ,2005Total Persons,2005Income Rank,2005Employment Rank (revised) (2),2005Health Rank,2005Education Rank,2005Access to services Rank,2005Housing Rank,2005Physical environment Rank,2005Overall Index Rank (revised) (1),2008Income ,2008Employment ,2008Health ,2008Education ,2008Access to services ,2008Housing ,2008Physical environment ,2008Community safety ,2008Overall Index ,2008Child Index - Income ,2008Child Index - Education ,2008Child Index - Health ,2008Child Index - Access to Services ,2008Child Index - Housing ,2008Child Index - Physical Environment ,2008Child Index - Community Safety ,2008Child Index,2011WIMD score,2011Employment score,2011Income score,2011Education score,2011Health score,2011Community Safety score,2011Access score,2011Enviroment score,2011Housing score,2011Child Index,2011Income domain_Child Index,2011Education domain_Child Index,2011Health domain_Child Index,2011Community Safety domain_Child Index,2011Enviroment domain_Child Index,2011Access to Services domain_Child Index,2011Housing domain_Child Index
W01001115,Plymouth (The Vale of Glamorgan) 2,The Vale of Glamorgan 008B,The Vale of Glamorgan,10.4,1485,208,14,79,11,1045,13.5,1175,10.8,1796,1.2,1730,2.1,641,24.4,1406,6.8,734,21.4,98,99,99,100,97,100,60,27,85,104,63,7,13,21,706,805,1510,1045,1175,1796,1730,641,1406,734,1485,1107,1295,1732,1741,532,1406,1774,1033,1551,1278,1808,1096,544,1265,1774,1033,1514,9.5,8.1,9.8,2.6,4.8,12.8,28.5,8.3,6.8,9.7,7.9,1.9,7.6,12.8,8.3,28.0,9.2
W01001116,Plymouth (The Vale of Glamorgan) 3,The Vale of Glamorgan 005A,The Vale of Glamorgan,7.8,1667,169,8,71,7,1480,5.6,1620,3.6,1018,14.1,1896,0.0,915,16.5,1228,9.8,630,24.8,89,100,100,100,100,96,100,81,92,126,75,7,13,8,912,1098,2010,1480,1620,1018,1896,915,1228,630,1667,1518,1783,837,1896,1312,1228,1488,1470,1772,1771,1892,1178,998,1637,1488,1470,1826,5.7,0.6,2.8,0.0,18.5,10.7,8.4,9.1,9.8,4.5,0.2,0.0,7.0,10.7,9.1,14.5,3.3
W01000410,Ponciau 1,Wrexham 014D,Wrexham,15.6,1099,179,12,101,11,1181,10.7,1179,10.8,896,16.9,975,15.0,629,24.8,1086,12.6,236,46.0,99,99,100,100,99,99,97,99,84,106,34,10,42,23,760,729,1489,1181,1179,896,975,629,1086,236,1099,1219,1386,997,1214,1207,1086,564,810,1390,1108,1082,714,1471,1083,564,810,1212,11.9,10.0,9.8,7.3,15.0,23.5,10.2,26.4,12.6,12.4,9.8,7.0,19.0,23.5,26.4,5.8,12.7
W01000411,Ponciau 2,Wrexham 015C,Wrexham,29.9,453,349,23,173,19,523,28.9,515,29.2,745,21.1,417,33.9,593,26.1,76,68.0,720,21.8,98,98,98,100,99,98,98,98,77,91,34,10,42,34,739,803,1541,523,515,745,417,593,76,720,453,354,549,406,599,1700,76,1235,180,430,581,883,950,1839,101,1235,180,693,29.0,28.9,34.9,22.7,25.4,59.5,2.5,13.5,68.0,25.7,32.0,16.4,19.1,59.5,13.5,0.7,62.9
W01000412,Ponciau 3,Wrexham 015D,Wrexham,17.2,994,179,12,123,13,1200,10.4,1013,14.2,781,20.0,1168,11.0,351,37.6,588,26.3,550,27.8,74,81,86,94,89,83,81,90,81,107,47,10,42,24,739,774,1513,1200,1013,781,1168,351,588,550,994,1157,1030,707,1094,449,588,676,529,949,1592,1081,754,1073,562,676,529,1292,17.7,17.8,12.3,10.7,17.2,25.8,32.2,18.4,26.3,14.9,8.8,9.8,24.7,25.8,18.4,12.9,27.3
W01001223,Pont-y-clun 1,Rhondda Cynon Taf 031C,Rhondda Cynon Taf,8.4,1624,67,5,65,8,1763,1.7,1500,5.3,1155,11.2,1768,1.6,420,33.7,1455,6.0,719,21.9,89,89,89,100,98,89,89,30,90,119,50,7,25,16,650,723,1373,1763,1500,1155,1768,420,1455,719,1624,1761,1536,1482,1834,669,1455,670,1536,1743,1648,1858,1167,483,998,670,1536,1570,6.3,4.4,1.9,1.4,5.3,3.9,23.5,19.9,6.0,9.6,3.5,1.4,11.7,3.9,19.9,30.6,14.5
W01001224,Pont-y-clun 2,Rhondda Cynon Taf 031D,Rhondda Cynon Taf,11.1,1439,24,2,57,6,1894,0.0,1751,1.8,770,20.3,1839,0.7,445,32.4,1791,1.3,26,84.0,6,95,77,100,100,95,9,0,90,111,54,7,25,7,707,759,1466,1894,1751,770,1839,445,1791,26,1439,1879,1879,1618,1877,278,1791,46,1880,1600,1823,1856,1780,379,1757,46,1880,1548,6.4,0.3,0.2,0.1,0.9,0.1,42.6,36.1,1.3,7.1,0.5,0.3,1.1,0.1,36.1,35.9,1.7
W01001225,Pont-y-clun 3,Rhondda Cynon Taf 031E,Rhondda Cynon Taf,8.8,1600,60,4,62,6,1816,1.0,1696,2.5,1590,4.0,1647,3.2,346,37.9,1820,0.9,118,59.9,36,86,91,96,96,86,36,46,90,113,42,7,25,14,745,791,1536,1816,1696,1590,1647,346,1820,118,1600,1840,1768,1753,1733,241,1820,239,1632,1641,1884,1689,1660,239,1762,239,1632,1552,6.6,1.7,0.5,1.2,1.6,3.1,45.6,19.1,0.9,9.4,1.2,0.9,10.5,3.1,19.1,45.7,1.7
W01001226,Pont-y-clun 4,Rhondda Cynon Taf 031F,Rhondda Cynon Taf,15.8,1091,254,17,123,13,846,18.2,936,16.0,1446,6.2,1174,10.9,1052,13.3,985,14.8,177,51.9,88,100,100,100,100,100,96,61,84,105,43,7,25,32,712,822,1534,846,936,1446,1174,1052,985,177,1091,763,1072,945,956,1297,985,336,991,1033,610,1252,279,926,673,336,991,606,17.5,17.8,20.6,17.5,19.3,11.1,8.6,24.2,14.8,21.1,23.6,14.2,27.7,11.1,24.2,16.2,23.3
W01000714,Pontamman 1,Carmarthenshire 013D,Carmarthenshire,23.9,647,306,24,145,21,466,31.4,424,33.5,642,24.4,1039,13.6,1328,8.1,1048,13.4,1270,9.1,96,100,100,100,100,100,100,100,73,104,49,9,27,35,596,695,1290,466,424,642,1039,1328,1048,1270,647,481,458,633,589,1447,1048,1305,1055,632,592,494,211,1351,1040,1305,1055,561,23.2,26.4,20.7,28.6,29.2,14.6,6.1,41.2,13.4,23.3,15.9,32.1,41.2,14.6,41.2,7.7,13.6
W01000715,Pontamman 2,Carmarthenshire 013E,Carmarthenshire,8.9,1593,110,8,100,13,1495,5.4,1014,14.2,903,16.8,1432,6.4,1667,2.9,1563,4.4,1821,0.9,100,100,100,100,100,100,100,100,82,106,50,9,27,21,654,676,1331,1495,1014,903,1432,1667,1563,1821,1593,1452,931,1071,1278,605,1563,1169,1495,1362,1301,1098,1125,1145,1190,1169,1495,1529,11.1,12.1,7.6,8.4,12.2,5.2,25.7,11.5,4.4,12.4,11.1,10.0,21.6,5.2,11.5,11.4,10.6
W01000946,Pontardawe 1,Neath Port Talbot 004B,Neath Port Talbot,27.3,532,298,19,175,19,722,21.8,544,28.0,164,53.5,1002,14.4,387,35.5,1427,6.5,929,16.1,45,83,91,96,93,93,83,92,85,98,45,7,50,29,801,797,1597,722,544,164,1002,387,1427,929,532,847,666,366,1124,334,1427,609,1169,691,887,1184,1593,814,1155,609,1169,1267,21.9,22.2,19.4,14.2,35.0,8.6,38.6,12.3,6.5,14.1,20.0,14.0,2.0,8.6,12.3,19.1,11.2
W01000947,Pontardawe 2,Neath Port Talbot 004C,Neath Port Talbot,31.3,421,532,30,248,24,237,45.9,251,44.7,495,30.1,861,17.8,1185,10.7,1431,6.4,1799,1.2,57,100,100,100,100,100,100,100,82,105,40,7,50,36,818,938,1755,237,251,495,861,1185,1431,1799,421,228,270,243,830,654,1431,1706,910,335,304,1099,520,1377,1498,1706,910,639,30.5,34.8,38.3,27.7,43.1,13.3,24.0,0.8,6.4,26.0,40.4,26.4,30.3,13.3,0.8,7.3,5.4
W01000948,Pontardawe 3,Neath Port Talbot 004D,Neath Port Talbot,26.5,564,358,22,237,24,565,27.2,235,46.1,668,23.5,1096,12.4,1409,6.7,1336,7.9,401,34.7,100,100,100,100,100,100,100,100,88,98,44,6,50,26,801,864,1665,565,235,668,1096,1409,1336,401,564,584,441,635,1239,1646,1336,176,262,634,1048,1234,1209,1863,1225,176,262,1201,19.6,26.4,21.5,11.2,23.3,30.4,3.2,25.9,7.9,13.9,17.9,13.0,7.4,30.4,25.9,0.4,9.9
W01000845,Pontardulais 1,Swansea 001A,Swansea,15.1,1125,157,11,107,13,1273,9.0,1018,14.1,446,32.4,1406,6.8,491,30.3,1601,3.8,1517,5.1,59,42,99,100,99,98,92,99,81,97,52,8,27,16,694,743,1437,1273,1018,446,1406,491,1601,1517,1125,1436,1193,759,1297,648,1601,1247,1544,1394,1506,1072,1579,1252,1625,1247,1544,1735,10.1,10.0,6.0,6.6,12.3,4.5,24.2,16.3,3.8,7.5,7.1,8.7,5.0,4.5,16.3,9.4,3.5
W01000846,Pontardulais 2,Swansea 001B,Swansea,20.6,785,254,19,162,21,731,21.5,402,34.6,1342,7.8,771,20.3,1373,7.3,1176,10.8,742,21.1,99,100,100,100,100,100,100,100,83,92,35,8,27,27,626,744,1371,731,402,1342,771,1373,1176,742,785,627,551,672,788,1716,1176,249,506,678,867,872,697,1731,1411,249,506,938,21.6,23.9,23.1,21.6,17.7,29.3,2.3,56.2,10.8,19.9,18.5,22.5,21.4,29.3,56.2,2.1,6.7
W01000847,Pontardulais 3,Swansea 001C,Swansea,18.1,935,213,17,111,15,843,18.3,816,19.0,1117,12.0,900,16.8,464,31.5,1262,9.2,898,16.9,90,86,95,99,96,94,86,97,87,92,40,8,27,29,622,660,1283,843,816,1117,900,464,1262,898,935,1009,842,972,1036,720,1262,489,1132,1039,1013,1054,1648,1552,815,489,1132,1392,19.9,22.2,17.4,14.8,18.8,19.1,21.8,46.1,9.2,14.6,11.2,14.7,14.4,19.1,46.1,4.6,19.1
W01000848,Pontardulais 4,Swansea 001D,Swansea,34.2,342,371,30,162,23,234,46.2,271,43.1,596,26.0,427,33.3,1024,13.9,931,16.1,930,16.1,100,84,100,100,100,100,100,100,78,99,19,8,27,36,577,641,1218,234,271,596,427,1024,931,930,342,349,398,738,461,812,931,777,837,472,315,412,741,1708,468,777,837,479,33.9,34.8,44.1,35.4,32.4,30.9,19.1,32.4,16.1,35.9,57.8,41.0,14.0,30.9,32.4,2.4,31.3
W01001401,Pontllanfraith 1,Caerphilly 011A,Caerphilly,28.5,496,436,26,182,20,392,35.2,471,31.2,985,14.8,285,42.0,625,25.0,1193,10.5,1427,6.5,98,99,99,100,99,99,88,99,81,102,24,9,52,45,797,907,1704,392,471,985,285,625,1193,1427,496,394,525,1086,383,991,1193,1564,660,602,563,454,771,970,840,1564,660,663,25.7,28.9,28.8,32.9,21.7,24.5,14.7,25.3,10.5,23.0,24.5,26.5,22.4,24.5,25.3,15.2,18.4
W01001402,Pontllanfraith 2,Caerphilly 011B,Caerphilly,41.4,201,468,30,234,26,250,44.8,159,54.1,513,29.3,121,59.5,996,14.6,1180,10.7,581,26.6,100,83,100,100,100,100,11,100,74,93,23,11,52,48,784,774,1558,250,159,513,121,996,1180,581,201,310,294,751,99,1020,1180,1401,381,309,221,84,266,1566,594,1401,381,212,35.6,41.3,46.0,46.8,28.9,34.3,14.0,17.0,10.7,31.2,39.5,39.1,30.8,34.3,17.0,4.3,26.1
W01001403,Pontllanfraith 3,Caerphilly 011C,Caerphilly,19.8,826,208,14,143,15,1039,13.6,799,19.5,363,36.9,554,27.6,1344,7.8,1501,5.3,955,15.5,100,100,100,100,100,100,93,100,82,95,39,11,52,30,728,778,1506,1039,799,363,554,1344,1501,955,826,775,646,351,794,1495,1501,1134,521,755,796,831,767,1748,1541,1134,521,1051,19.1,22.2,15.4,20.2,28.0,30.3,5.4,24.1,5.3,17.1,11.7,20.7,32.7,30.3,24.1,1.9,4.7
W01001404,Pontllanfraith 4,Caerphilly 011D,Caerphilly,8.8,1599,82,6,107,11,1720,2.2,1187,10.6,1576,4.2,1091,12.5,1222,10.0,1861,0.4,291,41.6,100,100,100,100,100,100,36,100,83,113,43,11,52,22,747,742,1489,1720,1187,1576,1091,1222,1861,291,1599,1693,1144,1844,1321,695,1861,889,1460,1654,1770,1206,1562,1273,1309,889,1460,1774,7.6,10.0,2.5,4.2,0.8,6.9,22.6,27.4,0.4,5.3,1.8,2.7,2.7,6.9,27.4,9.0,8.4
W01001405,Pontllanfraith 5,Caerphilly 011E,Caerphilly,27.0,548,401,25,178,20,410,34.2,501,29.8,1375,7.3,326,39.2,796,19.6,1246,9.5,451,32.1,100,100,100,100,100,100,61,100,81,93,30,11,52,38,780,819,1598,410,501,1375,326,796,1246,451,548,512,514,1110,399,890,1246,950,720,627,411,338,842,1277,1458,950,720,566,25.7,26.4,32.0,31.5,17.7,23.0,17.1,35.4,9.5,25.4,35.8,31.7,13.4,23.0,35.4,9.0,6.0
W01001406,Pontlottyn,Caerphilly 001D,Caerphilly,40.0,227,477,26,322,29,361,37.0,84,66.2,193,50.2,516,29.2,1099,12.3,1491,5.5,989,14.7,100,100,100,100,100,100,100,98,87,103,41,12,44,51,874,934,1808,361,84,193,516,1099,1491,989,227,431,81,152,389,1584,1491,610,928,248,413,640,455,1454,1492,610,928,580,39.5,59.6,35.1,38.6,54.1,36.5,4.1,36.0,5.5,27.8,31.2,31.1,34.7,36.5,36.0,6.0,5.4
W01001519,Pontnewydd 1,Torfaen 007A,Torfaen,36.0,296,432,31,192,24,223,47.2,257,44.2,541,28.2,308,40.4,1667,2.9,551,27.7,650,24.1,100,100,100,100,100,100,100,100,76,89,36,8,48,45,664,738,1402,223,257,541,308,1667,551,650,296,243,186,394,413,1620,551,346,634,273,281,628,385,891,801,346,634,362,44.4,59.6,50.0,38.3,52.3,40.8,3.6,43.3,27.7,38.9,49.1,34.0,43.1,40.8,43.3,17.1,19.4
W01001520,Pontnewydd 2,Torfaen 007B,Torfaen,16.8,1028,261,16,115,12,874,17.5,1029,13.8,1086,12.6,842,18.3,1312,8.4,1681,2.7,77,67.8,100,100,100,100,100,100,87,100,79,104,39,8,48,27,772,841,1613,874,1029,1086,842,1312,1681,77,1028,583,796,921,1134,1166,1681,232,967,870,475,1157,494,386,1821,232,967,545,16.7,17.8,14.7,11.9,14.9,22.0,11.0,59.0,2.7,18.2,14.3,12.2,10.3,22.0,59.0,35.5,0.9
W01001521,Pontnewydd 3,Torfaen 007C,Torfaen,17.1,1005,233,16,108,13,921,16.3,1021,14.0,946,15.7,548,27.9,1667,2.9,1070,13.0,312,40.1,100,100,100,100,100,100,100,100,80,99,31,8,48,33,744,751,1495,921,1021,946,548,1667,1070,312,1005,929,873,676,680,1608,1070,502,446,911,667,860,568,740,1535,502,446,694,20.3,20.0,22.7,23.4,20.8,28.9,3.8,32.3,13.0,23.3,25.5,20.8,24.5,28.9,32.3,21.2,4.8
W01001522,Pontnewydd 4,Torfaen 007D,Torfaen,27.4,528,416,26,143,17,374,36.2,684,23.0,563,27.3,561,27.4,1182,10.7,1087,12.6,163,53.6,100,100,100,100,100,100,98,92,80,99,33,8,48,34,743,853,1596,374,684,563,561,1182,1087,163,528,359,501,574,769,1353,1087,116,728,512,848,896,387,542,1459,116,728,622,23.7,28.9,28.0,23.6,22.0,30.1,7.7,20.1,12.6,25.3,17.4,24.1,47.6,30.1,20.1,28.1,6.0
W01001523,Pontnewynydd,Torfaen 004C,Torfaen,18.3,922,237,16,144,16,917,16.4,744,21.1,1113,12.1,789,19.8,524,28.9,1121,11.9,1033,13.7,73,96,99,100,99,96,60,78,84,106,36,9,44,35,748,769,1517,917,744,1113,789,524,1121,1033,922,748,645,922,658,541,1121,327,622,680,769,879,518,338,997,327,622,600,24.3,26.4,24.0,27.2,23.3,20.2,28.2,18.9,11.9,28.2,27.7,24.6,36.9,20.2,18.9,38.4,14.5
W01001840,Pontprennau/Old St. Mellons 1,Cardiff 007D,Cardiff,11.8,1386,232,13,116,10,1149,11.3,1338,7.9,1412,6.7,946,15.7,998,14.5,1137,11.6,477,30.9,100,100,100,100,100,100,100,100,78,97,40,11,25,22,905,951,1856,1149,1338,1412,946,998,1137,477,1386,1261,1148,1412,999,634,1137,871,624,1271,1215,707,872,1067,943,871,624,1137,15.3,14.0,10.4,11.5,19.4,28.5,24.6,15.8,11.6,12.9,7.4,14.9,14.8,28.5,15.8,13.0,15.8
W01001841,Pontprennau/Old St. Mellons 2,Cardiff 003A,Cardiff,3.2,1864,58,3,46,4,1848,0.6,1876,0.3,1698,2.5,1705,2.4,779,20.1,1781,1.4,1700,2.5,57,100,99,100,100,100,65,100,85,109,51,9,25,11,870,884,1754,1848,1876,1698,1705,779,1781,1700,1864,1572,1795,1884,1750,807,1781,1459,1638,1857,1246,1343,1133,1071,1736,1459,1638,1612,5.0,1.7,7.3,2.7,0.1,8.8,19.3,1.8,1.4,9.7,10.5,8.6,12.8,8.8,1.8,12.9,2.0
W01001842,Pontprennau/Old St. Mellons 3,Cardiff 003B,Cardiff,3.8,1845,53,3,32,3,1843,0.7,1895,0.0,1676,2.8,1746,1.9,553,27.7,1869,0.3,1713,2.3,71,99,99,99,99,99,47,99,86,111,44,10,25,8,769,799,1567,1843,1895,1676,1746,553,1869,1713,1845,1880,1895,1633,1732,917,1869,712,1557,1864,1648,1381,1514,1193,1709,712,1557,1770,2.8,0.3,1.0,2.2,0.6,5.8,16.4,2.7,0.3,5.0,3.0,6.7,4.9,5.8,2.7,10.5,2.4
W01001843,Pontprennau/Old St. Mellons 4,Cardiff 003C,Cardiff,5.6,1766,66,4,45,4,1829,0.8,1880,0.2,1716,2.3,1736,2.0,411,34.2,1483,5.6,771,20.3,83,90,85,99,99,94,26,92,85,110,53,10,25,10,897,900,1798,1829,1880,1716,1736,411,1483,771,1766,1864,1883,1692,1640,426,1483,261,1000,1678,1721,1555,1094,506,1343,261,1000,1452,6.6,0.3,1.1,3.8,2.0,15.0,33.4,21.4,5.6,10.2,1.8,6.6,12.4,15.0,21.4,29.6,7.8
W01001844,Pontprennau/Old St. Mellons 5,Cardiff 003D,Cardiff,8.2,1639,204,13,75,7,1125,11.8,1588,4.0,1327,8.1,1350,7.7,1160,11.1,1341,7.9,1423,6.5,94,100,100,100,100,100,93,100,83,100,46,10,25,16,763,826,1590,1125,1588,1327,1350,1160,1341,1423,1639,1320,1638,1185,1216,857,1341,785,1120,1555,875,887,374,1079,1451,785,1120,891,8.3,4.4,9.7,7.1,4.5,13.0,17.9,10.3,7.9,16.7,13.1,10.6,40.7,13.0,10.3,12.8,6.1
W01000716,Pontyberem 1,Carmarthenshire 016D,Carmarthenshire,13.1,1267,146,11,101,12,1309,8.4,1043,13.5,1251,9.4,1529,4.9,216,47.9,1195,10.5,1667,2.9,53,77,84,80,0,77,74,0,90,105,45,8,19,22,683,692,1375,1309,1043,1251,1529,216,1195,1667,1267,1424,1066,1148,1325,303,1195,1688,1621,1340,1617,1207,1087,307,1170,1688,1621,1463,12.6,12.1,5.2,11.3,13.7,6.0,40.7,3.5,10.5,13.9,5.3,15.6,18.6,6.0,3.5,40.5,10.9
W01000717,Pontyberem 2,Carmarthenshire 016E,Carmarthenshire,21.6,740,308,21,157,19,596,26.0,533,28.5,1184,10.7,918,16.4,429,33.2,1208,10.2,1741,1.9,43,98,100,97,0,100,98,0,80,99,40,8,19,35,708,765,1473,596,533,1184,918,429,1208,1741,740,649,559,1064,635,365,1208,1779,1252,713,643,470,987,385,1634,1779,1252,744,21.4,23.9,19.9,32.5,14.8,4.7,36.7,1.6,10.2,21.2,20.7,41.2,11.3,4.7,1.6,35.6,3.4
W01001042,Pontycymmer 1,Bridgend 004D,Bridgend,25.7,590,253,19,141,18,679,23.1,611,25.5,157,54.3,562,27.3,1667,2.9,831,18.6,1703,2.4,100,100,100,100,100,100,100,100,79,104,33,9,46,40,656,645,1301,679,611,157,562,1667,831,1703,590,604,641,255,442,1533,831,1827,776,609,680,500,1348,1711,1403,1827,776,1053,24.9,26.4,23.0,38.7,35.3,29.5,4.8,0.5,18.6,19.2,21.9,40.4,12.0,29.5,0.5,2.3,6.8
W01001043,Pontycymmer 2,Bridgend 004E,Bridgend,23.8,649,177,15,154,20,964,15.3,462,31.6,219,47.6,605,25.7,1667,2.9,1111,12.1,1598,3.9,100,100,100,100,100,100,100,100,83,102,38,10,46,44,616,582,1198,964,462,219,605,1667,1111,1598,649,933,519,335,562,1451,1111,1651,1235,734,632,660,1489,1588,1259,1651,1235,1132,25.0,37.8,21.1,29.1,37.3,11.4,6.1,2.5,12.1,15.0,23.5,24.2,3.9,11.4,2.5,4.0,9.3
W01001524,Pontypool,Torfaen 004D,Torfaen,20.6,783,315,18,191,18,776,20.2,626,24.9,735,21.4,745,21.1,1426,6.5,1361,7.5,333,38.7,100,100,100,100,100,100,100,100,80,95,40,9,33,27,838,937,1775,776,626,735,745,1426,1361,333,783,758,733,651,714,1506,1361,355,308,765,1133,477,1400,1682,899,355,308,1040,19.3,26.4,22.6,15.8,13.3,37.3,5.2,19.0,7.5,15.6,21.6,16.6,2.2,37.3,19.0,2.7,16.9
W01001227,Pontypridd Town 1,Rhondda Cynon Taf 021C,Rhondda Cynon Taf,12.1,1355,131,9,110,12,1407,6.8,1048,13.4,577,26.7,1616,3.6,990,14.7,1766,1.6,849,18.1,100,96,100,100,100,100,97,99,90,111,49,10,16,20,691,709,1400,1407,1048,577,1616,990,1766,849,1355,1438,1232,664,1361,1277,1766,1261,1514,1515,1159,1224,1147,548,1425,1261,1514,1381,7.8,12.1,4.3,8.0,8.8,9.7,9.0,3.4,1.6,8.4,3.6,10.3,4.3,9.7,3.4,27.9,6.5
W01001228,Pontypridd Town 2,Rhondda Cynon Taf 021D,Rhondda Cynon Taf,11.6,1402,157,11,128,14,1315,8.3,899,16.9,991,14.7,1565,4.4,1667,2.9,1345,7.8,381,35.8,100,100,100,100,100,100,100,100,95,113,43,10,16,20,715,770,1485,1315,899,991,1565,1667,1345,381,1402,1278,916,1217,1491,1507,1345,464,422,1328,1662,1402,1256,792,1699,464,422,1516,11.8,17.8,10.5,4.4,11.6,21.5,5.2,17.7,7.8,9.8,9.2,4.4,5.3,21.5,17.7,19.7,2.5
W01000949,Port Talbot 1,Neath Port Talbot 018A,Neath Port Talbot,22.0,729,156,14,102,15,1025,13.9,787,19.8,237,45.9,985,14.8,718,21.9,1446,6.2,336,38.5,89,96,100,100,100,100,100,0,80,106,46,8,44,32,590,523,1113,1025,787,237,985,718,1446,336,729,1067,821,1200,889,538,1446,279,1231,997,859,839,1502,562,1692,279,1231,1020,16.4,15.8,14.8,17.0,16.3,11.4,28.3,16.8,6.2,14.9,17.6,17.4,2.6,11.4,16.8,27.3,2.6
W01000950,Port Talbot 2,Neath Port Talbot 018B,Neath Port Talbot,26.3,571,270,19,190,21,728,21.6,389,35.4,406,34.4,788,19.8,1248,9.5,868,17.6,290,41.7,100,100,100,100,100,100,100,57,84,103,36,8,44,34,715,738,1453,728,389,406,788,1248,868,290,571,726,456,761,545,1588,868,80,748,606,602,518,694,1285,1468,80,748,592,24.8,28.9,25.5,31.2,19.0,39.6,4.0,34.0,17.6,27.9,31.3,32.6,31.0,39.6,34.0,8.8,5.8
W01000951,Port Talbot 3,Neath Port Talbot 018C,Neath Port Talbot,35.5,307,280,19,189,21,708,22.2,427,33.3,6,95.8,882,17.3,1257,9.3,1075,12.8,103,62.5,100,100,100,100,100,100,100,62,83,100,40,8,44,29,734,746,1481,708,427,6,882,1257,1075,103,307,523,516,63,764,1591,1075,67,123,332,700,773,837,1223,1645,67,123,637,34.4,37.8,27.5,16.5,69.7,69.4,4.0,48.6,12.8,23.7,26.2,14.5,19.4,69.4,48.6,9.9,3.2
W01000952,Port Talbot 4,Neath Port Talbot 018D,Neath Port Talbot,27.5,523,186,16,134,18,925,16.2,580,26.6,117,60.1,937,15.9,1208,10.2,1156,11.2,46,76.2,100,100,100,100,100,100,100,18,78,101,47,8,44,31,597,599,1196,925,580,117,937,1208,1156,46,523,988,662,120,1257,1582,1156,21,533,589,1260,1455,483,1184,1134,21,533,920,22.0,22.2,17.0,10.3,51.1,20.9,4.1,43.3,11.2,18.1,15.9,7.3,30.8,20.9,43.3,10.7,11.6
W01001229,Porth 1,Rhondda Cynon Taf 017B,Rhondda Cynon Taf,25.3,600,195,13,187,20,1116,12.0,470,31.2,154,54.7,811,19.2,1433,6.4,777,20.1,375,36.2,100,100,100,100,100,100,100,100,85,98,44,11,32,36,762,745,1507,1116,470,154,811,1433,777,375,600,1070,553,238,795,1727,777,854,548,711,1276,782,680,1721,959,854,548,1211,19.8,31.9,14.6,16.8,18.6,32.2,2.1,22.0,20.1,14.2,12.5,15.0,15.8,32.2,22.0,2.2,15.4
W01001230,Porth 2,Rhondda Cynon Taf 017C,Rhondda Cynon Taf,13.7,1227,145,10,129,15,1369,7.4,855,18.0,644,24.3,1084,12.7,1667,2.9,1311,8.4,731,21.5,100,100,100,100,100,100,100,100,89,98,53,11,32,30,725,753,1478,1369,855,644,1084,1667,1311,731,1227,1206,851,710,1221,1376,1311,1810,1276,1280,1610,1365,979,1641,1358,1810,1276,1756,14.4,17.8,9.3,9.4,33.9,15.0,7.3,1.1,8.4,7.0,5.9,7.5,10.3,15.0,1.1,3.3,7.6
W01001231,Porth 3,Rhondda Cynon Taf 017D,Rhondda Cynon Taf,28.1,503,334,22,197,23,532,28.5,279,42.5,645,24.3,611,25.5,1667,2.9,939,15.9,368,36.6,100,100,100,100,100,100,100,100,91,97,35,11,32,44,708,777,1485,532,279,645,611,1667,939,368,503,454,360,511,711,1394,939,762,433,519,669,1003,641,1187,951,762,433,802,27.9,41.3,29.3,30.8,25.7,28.7,7.0,10.3,15.9,24.2,30.6,27.2,24.0,28.7,10.3,10.6,15.6
W01001232,Porth 4,Rhondda Cynon Taf 020D,Rhondda Cynon Taf,35.8,301,392,27,236,26,339,38.3,152,55.0,472,31.1,491,30.3,1667,2.9,713,22.0,374,36.2,100,100,100,100,100,100,100,100,87,95,29,11,32,39,689,751,1440,339,152,472,491,1667,713,374,301,491,153,200,516,1432,713,667,218,286,299,566,280,1615,1368,667,218,381,35.8,59.6,33.7,32.7,38.7,30.7,6.4,11.4,22.0,25.6,30.0,32.3,35.2,30.7,11.4,3.7,7.4
W01001044,Porthcawl East Central 1,Bridgend 019C,Bridgend,31.8,408,438,27,202,23,353,37.5,292,41.5,331,38.8,778,20.1,1075,12.8,441,32.6,1524,5.0,100,95,100,100,100,100,95,100,85,98,35,7,33,38,783,863,1646,353,292,331,778,1075,441,1524,408,367,288,345,836,621,441,1825,1124,419,567,1036,743,1096,459,1825,1124,846,27.5,34.8,32.2,19.2,31.0,11.8,25.1,1.0,32.6,16.9,19.7,15.3,18.3,11.8,1.0,12.4,31.8
